ID,Data_Lancamento,Data_Caixa_Base,Tipo,Categoria,Subcategoria,Centro_Custo,Contraparte,Descricao,Metodo,Status,Valor,Valor_Sinal,AnoMes,Prazo_Dias
159,2024-08-02,2024-08-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,18317.27,18317.27,2024-08,28
162,2024-08-02,2024-08-30,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,21609.22,21609.22,2024-08,28
181,2024-08-02,2024-08-24,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15389.18,15389.18,2024-08,22
172,2024-08-05,2024-09-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,6864.45,6864.45,2024-09,29
183,2024-08-05,2024-08-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,28895.06,28895.06,2024-08,26
184,2024-08-05,2024-09-02,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,36815.4,36815.4,2024-09,28
992,2024-08-05,2024-08-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,269061.46,-269061.46,2024-08,0
165,2024-08-07,2024-08-29,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,6956.6,6956.6,2024-08,22
174,2024-08-07,2024-09-05,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15775.01,15775.01,2024-09,29
995,2024-08-07,2024-08-07,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,13848.45,-13848.45,2024-08,0
171,2024-08-08,2024-09-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,17438.95,17438.95,2024-09,30
161,2024-08-12,2024-08-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,21616.72,21616.72,2024-08,19
186,2024-08-12,2024-09-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,20580.22,20580.22,2024-09,26
188,2024-08-12,2024-09-17,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,55309.82,55309.82,2024-09,36
999,2024-08-12,2024-08-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,31272.51,-31272.51,2024-08,0
166,2024-08-13,2024-09-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,32492.89,32492.89,2024-09,40
168,2024-08-13,2024-09-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,46206.68,46206.68,2024-09,37
180,2024-08-13,2024-09-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,27713.69,27713.69,2024-09,43
996,2024-08-14,2024-08-14,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,11646.73,-11646.73,2024-08,0
169,2024-08-15,2024-09-21,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22521.73,22521.73,2024-09,37
179,2024-08-15,2024-09-16,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,44701.21,44701.21,2024-09,32
189,2024-08-15,2024-08-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,46716.97,46716.97,2024-08,7
1002,2024-08-15,2024-09-04,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,13622.73,-13622.73,2024-09,20
1523,2024-08-15,2024-08-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2024-08,0
175,2024-08-16,2024-11-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,10139.14,10139.14,2024-11,95
182,2024-08-16,2024-09-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,31084.8,31084.8,2024-09,18
1006,2024-08-17,2024-08-22,Saida,Investimentos,CAPEX,TI/Operações,Fornecedores,Compra de equipamentos/softwares,Transferência,Pago,77411.08,-77411.08,2024-08,5
160,2024-08-19,2024-09-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37246.25,37246.25,2024-09,23
1000,2024-08-19,2024-08-21,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,8394.38,-8394.38,2024-08,2
177,2024-08-20,2024-09-24,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22670.1,22670.1,2024-09,35
994,2024-08-20,2024-08-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,77105.94,-77105.94,2024-08,0
170,2024-08-21,2024-09-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,57121.79,57121.79,2024-09,11
997,2024-08-21,2024-08-21,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,4763.29,-4763.29,2024-08,0
1003,2024-08-21,2024-09-09,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7888.56,-7888.56,2024-09,19
167,2024-08-23,2024-09-15,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22252.01,22252.01,2024-09,23
173,2024-08-23,2024-09-28,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,49181.13,49181.13,2024-09,36
176,2024-08-26,2024-09-24,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,26421.72,26421.72,2024-09,29
1001,2024-08-26,2024-09-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,17264.8,-17264.8,2024-09,13
1005,2024-08-27,2024-09-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7051.5,-7051.5,2024-09,12
163,2024-08-28,2024-09-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,36257.42,36257.42,2024-09,23
998,2024-08-28,2024-08-28,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,16151.07,-16151.07,2024-08,0
178,2024-08-29,2024-09-18,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,42880.5,42880.5,2024-09,20
187,2024-08-30,2024-10-17,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,35523.02,35523.02,2024-10,48
1004,2024-08-30,2024-09-05,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,65749.36,-65749.36,2024-09,6
1008,2024-09-01,2024-09-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,41818.01,-41818.01,2024-09,0
198,2024-09-02,2024-09-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37094.44,37094.44,2024-09,24
1010,2024-09-04,2024-09-04,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,6436.45,-6436.45,2024-09,0
1016,2024-09-04,2024-09-26,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,12372.79,-12372.79,2024-09,22
1007,2024-09-05,2024-09-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,257235.79,-257235.79,2024-09,0
1018,2024-09-05,2024-09-18,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,27500.78,-27500.78,2024-09,13
1019,2024-09-06,2024-09-21,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,17306.05,-17306.05,2024-09,15
196,2024-09-09,2024-10-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24849.74,24849.74,2024-10,28
194,2024-09-10,2024-10-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,26465.28,26465.28,2024-10,27
204,2024-09-10,2024-10-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,11419.79,11419.79,2024-10,31
1021,2024-09-10,2024-09-26,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,23966.48,-23966.48,2024-09,16
1011,2024-09-11,2024-09-11,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,5574.6,-5574.6,2024-09,0
207,2024-09-12,2024-10-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,44907.04,44907.04,2024-10,38
1014,2024-09-12,2024-09-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,23635.48,-23635.48,2024-09,0
1524,2024-09-15,2024-09-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2024-09,0
191,2024-09-16,2024-10-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,36004.79,36004.79,2024-10,33
200,2024-09-16,2024-10-16,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,185736.59,185736.59,2024-10,30
192,2024-09-17,2024-10-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,39757.28,39757.28,2024-10,24
1012,2024-09-18,2024-09-18,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,20658.13,-20658.13,2024-09,0
1023,2024-09-19,2024-10-29,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7229.22,-7229.22,2024-10,40
1009,2024-09-20,2024-09-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,70109.4,-70109.4,2024-09,0
1017,2024-09-20,2024-10-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7140.0,-7140.0,2024-10,18
1015,2024-09-23,2024-10-07,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,15952.33,-15952.33,2024-10,14
1022,2024-09-23,2024-10-01,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,18902.73,-18902.73,2024-10,8
1024,2024-09-23,2024-10-13,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,11901.18,-11901.18,2024-10,20
190,2024-09-24,2024-10-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,24603.95,24603.95,2024-10,26
199,2024-09-24,2024-10-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,43614.75,43614.75,2024-10,25
203,2024-09-24,2024-10-29,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,8058.78,8058.78,2024-10,35
205,2024-09-24,2024-10-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,18877.85,18877.85,2024-10,15
208,2024-09-24,2024-10-06,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,47289.05,47289.05,2024-10,12
1020,2024-09-24,2024-10-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7790.39,-7790.39,2024-10,14
201,2024-09-25,2024-10-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,20452.61,20452.61,2024-10,30
1013,2024-09-25,2024-09-25,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,12384.88,-12384.88,2024-09,0
193,2024-09-26,2024-10-23,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,43699.08,43699.08,2024-10,27
195,2024-09-27,2024-10-25,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,43464.54,43464.54,2024-10,28
206,2024-09-27,2024-10-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,19606.41,19606.41,2024-10,22
209,2024-09-27,2024-10-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,34106.25,34106.25,2024-10,34
197,2024-09-30,2024-10-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,59557.47,59557.47,2024-10,26
202,2024-09-30,2024-10-21,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,91425.35,91425.35,2024-10,21
1026,2024-10-01,2024-10-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,43903.76,-43903.76,2024-10,0
226,2024-10-02,2024-10-28,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,30946.51,30946.51,2024-10,26
236,2024-10-02,2024-10-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12345.66,12345.66,2024-10,7
1028,2024-10-02,2024-10-02,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,16920.02,-16920.02,2024-10,0
211,2024-10-03,2024-11-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29287.97,29287.97,2024-11,29
234,2024-10-04,2024-11-02,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,20878.97,20878.97,2024-11,29
1025,2024-10-05,2024-10-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,270208.7,-270208.7,2024-10,0
238,2024-10-07,2024-11-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,4650.85,4650.85,2024-11,50
1039,2024-10-07,2024-11-01,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,5012.03,-5012.03,2024-11,25
228,2024-10-09,2024-11-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,4380.01,4380.01,2024-11,41
1029,2024-10-09,2024-10-09,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,13582.72,-13582.72,2024-10,0
225,2024-10-10,2024-11-04,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,15552.24,15552.24,2024-11,25
224,2024-10-11,2024-10-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,27156.83,27156.83,2024-10,8
229,2024-10-11,2024-10-18,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,7360.82,7360.82,2024-10,7
1036,2024-10-11,2024-10-26,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,15359.36,-15359.36,2024-10,15
1033,2024-10-12,2024-10-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,30307.18,-30307.18,2024-10,0
216,2024-10-14,2024-11-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,39507.55,39507.55,2024-11,37
232,2024-10-15,2024-10-22,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,21858.09,21858.09,2024-10,7
239,2024-10-15,2024-11-11,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12373.85,12373.85,2024-11,27
1525,2024-10-15,2024-10-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2024-10,0
210,2024-10-16,2024-10-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,14329.35,14329.35,2024-10,15
214,2024-10-16,2024-11-29,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12191.07,12191.07,2024-11,44
1030,2024-10-16,2024-10-16,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,3106.3,-3106.3,2024-10,0
227,2024-10-17,2024-11-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,9900.82,9900.82,2024-11,26
235,2024-10-17,2024-11-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,32802.5,32802.5,2024-11,41
1037,2024-10-17,2024-10-29,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,32599.56,-32599.56,2024-10,12
217,2024-10-18,2024-11-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,13163.03,13163.03,2024-11,22
223,2024-10-18,2024-12-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,52915.54,52915.54,2024-12,70
233,2024-10-18,2024-11-27,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12368.51,12368.51,2024-11,40
1027,2024-10-20,2024-10-20,Saida,Pagamentos,Tributos,Administrativo,Fornecedores/Órgãos,Pagamento: Tributos,DARF,Pago,77555.4,-77555.4,2024-10,0
215,2024-10-23,2024-11-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,8867.36,8867.36,2024-11,20
219,2024-10-23,2024-12-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,7722.53,7722.53,2024-12,47
222,2024-10-23,2025-01-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,12561.09,12561.09,2025-01,76
1031,2024-10-23,2024-10-23,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,19447.98,-19447.98,2024-10,0
1035,2024-10-23,2024-11-17,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,26109.92,-26109.92,2024-11,25
220,2024-10-24,2024-12-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,7736.69,7736.69,2024-12,40
221,2024-10-25,2024-11-28,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,22122.32,22122.32,2024-11,34
212,2024-10-28,2024-11-20,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,13263.02,13263.02,2024-11,23
213,2024-10-30,2024-12-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,30126.84,30126.84,2024-12,50
230,2024-10-30,2024-12-06,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,14559.54,14559.54,2024-12,37
231,2024-10-30,2024-11-06,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,11662.71,11662.71,2024-11,7
1032,2024-10-30,2024-10-30,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,10973.2,-10973.2,2024-10,0
1038,2024-10-30,2024-11-22,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,37515.71,-37515.71,2024-11,23
218,2024-10-31,2025-01-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,7772.89,7772.89,2025-01,73
237,2024-10-31,2024-12-05,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,18597.16,18597.16,2024-12,35
1034,2024-10-31,2024-11-23,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,8495.0,-8495.0,2024-11,23
1040,2024-10-31,2024-12-07,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,7541.57,-7541.57,2024-12,37
246,2024-11-01,2024-12-10,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,49711.55,49711.55,2024-12,39
256,2024-11-01,2024-12-19,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,58516.2,58516.2,2024-12,48
1042,2024-11-01,2024-11-01,Saida,Pagamentos,Aluguel,Administrativo,Fornecedores/Órgãos,Pagamento: Aluguel,Boleto,Pago,42786.49,-42786.49,2024-11,0
248,2024-11-05,2024-12-26,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,40523.42,40523.42,2024-12,51
1041,2024-11-05,2024-11-05,Saida,Pagamentos,Salários e encargos,Administrativo,Fornecedores/Órgãos,Pagamento: Salários e encargos,Transferência,Pago,255209.14,-255209.14,2024-11,0
252,2024-11-06,2025-01-07,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,62241.64,62241.64,2025-01,62
1044,2024-11-06,2024-11-06,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,15335.26,-15335.26,2024-11,0
1054,2024-11-06,2024-12-08,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,5649.96,-5649.96,2024-12,32
1060,2024-11-06,2024-11-20,Saida,Investimentos,CAPEX,TI/Operações,Fornecedores,Compra de equipamentos/softwares,Transferência,Pago,74883.45,-74883.45,2024-11,14
245,2024-11-07,2024-12-03,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,44270.73,44270.73,2024-12,26
254,2024-11-07,2024-12-15,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,33468.99,33468.99,2024-12,38
1058,2024-11-07,2024-12-11,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,27271.84,-27271.84,2024-12,34
1056,2024-11-08,2024-12-04,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,20899.26,-20899.26,2024-12,26
243,2024-11-11,2024-12-31,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,69494.96,69494.96,2024-12,50
1048,2024-11-12,2024-11-12,Saida,Pagamentos,Cloud/SaaS,Administrativo,Fornecedores/Órgãos,Pagamento: Cloud/SaaS,Cartão,Pago,37025.09,-37025.09,2024-11,0
260,2024-11-13,2024-12-01,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,62740.53,62740.53,2024-12,18
1045,2024-11-13,2024-11-13,Saida,Pagamentos,Marketing,Marketing,Plataformas de Ads,Campanhas de marketing,Cartão,Pago,1000.0,-1000.0,2024-11,0
1053,2024-11-13,2024-12-02,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,6775.57,-6775.57,2024-12,19
242,2024-11-14,2025-01-12,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,29107.88,29107.88,2025-01,59
1055,2024-11-15,2024-11-26,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,5447.28,-5447.28,2024-11,11
1059,2024-11-15,2024-12-01,Saida,Pagamentos,Fornecedores,Operações,Fornecedores,Pagamento a fornecedores,Boleto,Pago,10967.0,-10967.0,2024-12,16
1526,2024-11-15,2024-11-15,Saida,Financiamentos,Parcela de empréstimo,Financeiro,Banco,Parcela de empréstimo (amortização+juros),Débito automático,Pago,22790.3,-22790.3,2024-11,0
240,2024-11-18,2025-01-09,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,37080.76,37080.76,2025-01,52
249,2024-11-19,2024-12-18,Entrada,Recebimentos,Vendas/Serviços,Comercial,Clientes,Recebimento de vendas/serviços,PIX/Transferência,Pago,44377.44,44377.44,2024-12,29
